Path, Lv, Rating, Mean, Median, Max
2018_01Summer/スライム君と3人の魔法使い/hard.csv, 10, 32126, 17833, 13955, 63104
2018_01Summer/スライム君と3人の魔法使い/normal.csv, 6, 12471, 6917, 5653, 24229
2018_01Summer/ヒカリを求めて/easy.csv, 4, 3691, 2542, 1815, 6655
2018_01Summer/ヒカリを求めて/hard.csv, 11, 33699, 19836, 17148, 62518
2018_01Summer/ヒカリを求めて/normal.csv, 6, 12905, 5285, 4961, 27427
2018_01Summer/神々とカラパネ/easy.csv, 4, 8417, 3627, 3448, 17518
2018_01Summer/神々とカラパネ/hard.csv, 11, 26992, 16427, 13712, 49717
2018_01Summer/神々とカラパネ/normal.csv, 8, 15891, 8440, 7591, 30700
2018_01Summer/置いテクメインテーマ/another.csv, 12, 35583, 23234, 20771, 61333
2018_01Summer/置いテクメインテーマ/easy.csv, 4, 5504, 3597, 3200, 9500
2018_01Summer/置いテクメインテーマ/hard.csv, 9, 24328, 16937, 14916, 40363
2018_01Summer/置いテクメインテーマ/normal.csv, 6, 11156, 7787, 8190, 16952
2018_01Summer/風が吹く/back.csv, 5, 5295, 2873, 2734, 9951
2018_01Summer/風が吹く/mero.csv, 4, 3710, 2269, 1892, 6818
2019_01Summer/34D.C/easy.csv, 6, 6925, 4200, 3750, 12500
2019_01Summer/34D.C/hard.csv, 13, 52830, 33716, 34401, 87544
2019_01Summer/34D.C/normal.csv, 10, 27440, 18425, 18750, 43811
2019_01Summer/AO-ZORA Express/easy.csv, 4, 5474, 3276, 3210, 9630
2019_01Summer/AO-ZORA Express/hard+.csv, 13, 40443, 25242, 22411, 71907
2019_01Summer/AO-ZORA Express/hard.csv, 11, 39748, 22148, 21079, 73655
2019_01Summer/AO-ZORA Express/normal.csv, 8, 35730, 13542, 10078, 80895
2019_01Summer/Canvas/easy.csv, 1, 867, 505, 375, 1688
2019_01Summer/Canvas/hard+.csv, 12, 55515, 27480, 29475, 105300
2019_01Summer/Canvas/hard.csv, 11, 29392, 17318, 15539, 53850
2019_01Summer/Canvas/normal.csv, 7, 11222, 6963, 5001, 21375
2019_01Summer/Chip Links/easy.csv, 4, 3564, 2467, 1463, 6750
2019_01Summer/Chip Links/hard.csv, 9, 22016, 12862, 10408, 41821
2019_01Summer/Chip Links/normal.csv, 6, 11698, 5590, 3736, 25159
2019_01Summer/Code of Eden/easy.csv, 5, 7939, 3681, 2760, 16900
2019_01Summer/Code of Eden/hard.csv, 11, 27348, 19527, 17660, 44005
2019_01Summer/Code of Eden/normal.csv, 6, 14927, 7066, 7312, 29245
2019_01Summer/Dances on Bool/easy.csv, 4, 6566, 3951, 3343, 12117
2019_01Summer/Dances on Bool/hard.csv, 12, 38164, 24305, 18105, 70987
2019_01Summer/Dances on Bool/normal.csv, 8, 22048, 13488, 13788, 37603
2019_01Summer/De'nice Dinner/easy.csv, 3, 3539, 2024, 2275, 6067
2019_01Summer/De'nice Dinner/hard.csv, 8, 20520, 9793, 8949, 41407
2019_01Summer/De'nice Dinner/normal.csv, 4, 8227, 2918, 2022, 19110
2019_01Summer/Dollar $tep/easy.csv, 3, 5426, 3258, 3180, 9541
2019_01Summer/Dollar $tep/hard.csv, 11, 47414, 24982, 19996, 94773
2019_01Summer/Dollar $tep/normal.csv, 7, 18250, 12417, 10734, 31007
2019_01Summer/FancyzDreamer/bs.csv, 6, 18794, 6708, 5384, 42752
2019_01Summer/FancyzDreamer/mero.csv, 7, 15565, 7976, 5452, 32543
2019_01Summer/FancyzDreamer/wonder.csv, 9, 27118, 15074, 11267, 53836
2019_01Summer/Generasion/easy.csv, 4, 3982, 2625, 1261, 8062
2019_01Summer/Generasion/hard+.csv, 11, 35531, 19326, 12789, 73096
2019_01Summer/Generasion/hard.csv, 10, 35386, 18747, 12789, 73096
2019_01Summer/Generasion/normal.csv, 7, 18412, 8721, 5850, 39690
2019_01Summer/Goat Simulation/easy.csv, 4, 3878, 2591, 1534, 7476
2019_01Summer/Goat Simulation/hard+.csv, 13, 73373, 37646, 25452, 153659
2019_01Summer/Goat Simulation/hard.csv, 11, 73373, 37646, 25452, 153659
2019_01Summer/Goat Simulation/normal.csv, 7, 12876, 7897, 8900, 20977
2019_01Summer/Light and Darkness/easy.csv, 5, 9129, 3614, 1157, 22179
2019_01Summer/Light and Darkness/hard+.csv, 14, 74838, 38411, 31616, 150254
2019_01Summer/Light and Darkness/hard.csv, 12, 56241, 31707, 20345, 114791
2019_01Summer/Light and Darkness/normal.csv, 8, 16396, 8865, 4805, 35021
2019_01Summer/MooNLight MAGIC/easy.csv, 3, 5069, 1647, 1222, 11911
2019_01Summer/MooNLight MAGIC/hard.csv, 11, 36583, 25791, 19338, 64000
2019_01Summer/MooNLight MAGIC/normal.csv, 8, 22211, 8982, 8432, 47407
2019_01Summer/Ogun PoPP/easy.csv, 10, 16846, 11554, 10542, 27830
2019_01Summer/Ogun PoPP/hard.csv, 15, 173823, 110291, 45644, 365695
2019_01Summer/Ogun PoPP/normal.csv, 11, 31118, 21402, 21285, 49297
2019_01Summer/Ogun PoPP/semihard.csv, 12, 145843, 61783, 40833, 325899
2019_01Summer/Software abnormally Runs/another.csv, 15, 20709, 9629, 3940, 47788
2019_01Summer/Software abnormally Runs/easy.csv, 11, 20709, 9629, 3940, 47788
2019_01Summer/Software abnormally Runs/hard.csv, 15, 21091, 10528, 4335, 47786
2019_01Summer/Software abnormally Runs/normal.csv, 14, 23090, 11798, 5353, 51427
2019_01Summer/VIEW/easy.csv, 6, 3576, 2335, 1293, 7073
2019_01Summer/VIEW/hard.csv, 12, 35846, 28572, 27785, 50253
2019_01Summer/VIEW/normal.csv, 10, 20896, 13127, 10318, 38535
2019_01Summer/きゅ～っと☆だいかくめい/easy.csv, 4, 4164, 2780, 2656, 6875
2019_01Summer/きゅ～っと☆だいかくめい/hard.csv, 11, 47089, 23518, 22360, 92188
2019_01Summer/きゅ～っと☆だいかくめい/normal.csv, 9, 40480, 15295, 12891, 90000
2019_01Summer/ちごいねる和居膳/easy.csv, 7, 17344, 9268, 9567, 32000
2019_01Summer/ちごいねる和居膳/hard.csv, 15, 98846, 59189, 56118, 176004
2019_01Summer/ちごいねる和居膳/normal.csv, 11, 24559, 15041, 12886, 44697
2019_01Summer/ちごいねる和居膳/semihard.csv, 14, 149506, 44409, 28662, 362683
2019_01Summer/もうそう☆マイペース/mousou.csv, 8, 23696, 9371, 6525, 53553
2019_01Summer/もうそう☆マイペース/real.csv, 6, 11775, 5711, 4745, 24140
2019_01Summer/アルビノ/easy.csv, 4, 6761, 3482, 1574, 15031
2019_01Summer/アルビノ/hard.csv, 13, 74629, 32672, 29629, 156026
2019_01Summer/アルビノ/normal.csv, 7, 16357, 11736, 7431, 29857
2019_01Summer/アルビノ/semihard.csv, 12, 55983, 28534, 28482, 107021
2019_01Summer/東方遊歩記/easy.csv, 5, 7921, 4928, 4778, 13650
2019_01Summer/東方遊歩記/hard.csv, 13, 43283, 24628, 20552, 82586
2019_01Summer/東方遊歩記/normal.csv, 7, 14838, 11081, 10267, 22746
2019_01Summer/硝靴物語/easy.csv, 2, 1115, 555, 391, 2344
2019_01Summer/硝靴物語/hard.csv, 10, 24215, 13923, 14375, 42813
2019_01Summer/硝靴物語/normal.csv, 7, 9382, 6613, 6563, 14583
2019_01Summer/終焉輪廻エウリュアレー/easy.csv, 4, 8818, 4142, 1536, 20480
2019_01Summer/終焉輪廻エウリュアレー/hard.csv, 12, 57244, 31623, 21050, 116907
2019_01Summer/終焉輪廻エウリュアレー/normal.csv, 8, 30544, 13632, 12287, 63488
2019_01Summer/花鳥風月/easy.csv, 5, 28395, 5674, 2923, 73736
2019_01Summer/花鳥風月/hard.csv, 11, 38624, 19460, 18342, 75494
2019_01Summer/花鳥風月/normal.csv, 9, 32800, 11245, 10453, 73736
2019_01Summer/青空の旅、笛と共に/easy.csv, 2, 4888, 2321, 1576, 10506
2019_01Summer/青空の旅、笛と共に/hard+.csv, 10, 59304, 19476, 16946, 136162
2019_01Summer/青空の旅、笛と共に/hard.csv, 8, 23408, 15611, 14288, 39400
2019_01Summer/青空の旅、笛と共に/normal.csv, 5, 11000, 6542, 5253, 20751
2020_01Summer/Chip Seekers/easy.csv, 3, 5697, 2647, 1649, 12500
2020_01Summer/Chip Seekers/hard+.csv, 12, 48878, 29296, 22222, 93330
2020_01Summer/Chip Seekers/hard.csv, 9, 33393, 17010, 14815, 66328
2020_01Summer/Chip Seekers/normal.csv, 6, 22248, 9285, 4608, 51667
2020_01Summer/Enjoy your teatime ユーロチックアレンジ/easy.csv, 5, 9286, 4949, 4482, 17874
2020_01Summer/Enjoy your teatime ユーロチックアレンジ/hard.csv, 12, 46108, 31575, 26667, 78708
2020_01Summer/Enjoy your teatime ユーロチックアレンジ/normal.csv, 9, 18165, 11717, 10235, 31836
2020_01Summer/Heart is life - instrumental -/easy.csv, 1, 516, 325, 300, 900
2020_01Summer/Heart is life - instrumental -/hard+.csv, 10, 26325, 19090, 14400, 45120
2020_01Summer/Heart is life - instrumental -/hard.csv, 6, 20416, 9491, 8568, 41759
2020_01Summer/Heart is life - instrumental -/normal.csv, 3, 6247, 2187, 1020, 15120
2020_01Summer/Hell's Order/easy.csv, 4, 7727, 2529, 1098, 19014
2020_01Summer/Hell's Order/hard.csv, 13, 55448, 30860, 28521, 103786
2020_01Summer/Hell's Order/normal.csv, 8, 25101, 14483, 9507, 50506
2020_01Summer/Hey!!尻!!/easy.csv, 3, 2610, 1915, 1254, 4658
2020_01Summer/Hey!!尻!!/hard.csv, 10, 30106, 15633, 15041, 57660
2020_01Summer/Hey!!尻!!/normal.csv, 7, 15620, 9082, 6685, 30501
2020_01Summer/It's show time/easy.csv, 4, 3789, 2098, 1701, 7384
2020_01Summer/It's show time/hard.csv, 12, 34577, 22801, 18819, 60998
2020_01Summer/It's show time/normal.csv, 9, 13876, 8414, 8138, 24334
2020_01Summer/Iv/easy.csv, 2, 2880, 997, 500, 6944
2020_01Summer/Iv/hard.csv, 11, 75766, 15674, 7184, 197069
2020_01Summer/Iv/normal.csv, 6, 20826, 8006, 5741, 47222
2020_01Summer/Soft Break/easy.csv, 5, 7744, 4549, 3008, 15438
2020_01Summer/Soft Break/hard.csv, 13, 137246, 52614, 35813, 313622
2020_01Summer/Soft Break/normal.csv, 10, 61393, 27944, 17764, 135146
2020_01Summer/StarT-ColorfulTone-/easy.csv, 5, 8896, 4873, 4062, 17293
2020_01Summer/StarT-ColorfulTone-/hard+.csv, 12, 29073, 22737, 22204, 41448
2020_01Summer/StarT-ColorfulTone-/hard.csv, 11, 56911, 23775, 22508, 119896
2020_01Summer/StarT-ColorfulTone-/normal.csv, 8, 18183, 9643, 8446, 35410
2020_01Summer/TAITO/easy.csv, 4, 2825, 1200, 844, 6250
2020_01Summer/TAITO/hard.csv, 11, 29460, 19258, 12396, 56250
2020_01Summer/TAITO/normal.csv, 8, 22294, 10566, 7659, 47396
2020_01Summer/TatutahimePrill/easy.csv, 4, 5763, 3475, 3375, 10125
2020_01Summer/TatutahimePrill/hard+.csv, 13, 62697, 36408, 35550, 112500
2020_01Summer/TatutahimePrill/hard.csv, 11, 27113, 18393, 16125, 45900
2020_01Summer/TatutahimePrill/normal.csv, 7, 15103, 9322, 10275, 24750
2020_01Summer/Tiny Twinkle Traveler/easy.csv, 5, 6688, 2885, 1755, 15041
2020_01Summer/Tiny Twinkle Traveler/hard.csv, 11, 35728, 18161, 13259, 73955
2020_01Summer/Tiny Twinkle Traveler/normal.csv, 9, 28666, 15679, 10864, 58288
2020_01Summer/あの日夏の日/easy.csv, 3, 7088, 1974, 1157, 17518
2020_01Summer/あの日夏の日/hard.csv, 10, 36138, 23311, 20298, 63403
2020_01Summer/あの日夏の日/normal.csv, 7, 22620, 9499, 6817, 50052
2020_01Summer/いーすた☆えっぐす/easy.csv, 4, 5782, 2925, 2246, 11864
2020_01Summer/いーすた☆えっぐす/hard+.csv, 14, 84914, 33315, 26374, 188672
2020_01Summer/いーすた☆えっぐす/hard.csv, 11, 32539, 19993, 17470, 58722
2020_01Summer/いーすた☆えっぐす/normal.csv, 7, 18690, 9677, 9516, 35614
2020_01Summer/ファンタスティックピーポー/easy.csv, 6, 10565, 4362, 4720, 21675
2020_01Summer/ファンタスティックピーポー/hard+.csv, 14, 66230, 47334, 55070, 92481
2020_01Summer/ファンタスティックピーポー/hard.csv, 13, 58488, 42217, 36385, 95371
2020_01Summer/ファンタスティックピーポー/normal.csv, 9, 28700, 14718, 15349, 53945
2020_01Summer/ミクソリ・ディアン・スペシャリー/easy.csv, 5, 12950, 5140, 5672, 26847
2020_01Summer/ミクソリ・ディアン・スペシャリー/hard.csv, 13, 40351, 21097, 24166, 72601
2020_01Summer/ミクソリ・ディアン・スペシャリー/normal.csv, 8, 25787, 9230, 7966, 57980
2020_01Summer/午後のひとときを/easy.csv, 3, 4029, 1497, 1052, 9241
2020_01Summer/午後のひとときを/hard.csv, 8, 22988, 18667, 15936, 34135
2020_01Summer/午後のひとときを/normal.csv, 6, 16616, 9953, 9908, 29043
2020_01Summer/午後のひとときを/relaxation.csv, 15, 92767, 80807, 67687, 129973
2020_01Summer/旅立ち/easy.csv, 5, 13866, 3231, 3236, 33610
2020_01Summer/旅立ち/hard.csv, 11, 58420, 17828, 17273, 134438
2020_01Summer/旅立ち/normal.csv, 8, 16570, 8853, 9751, 29876
2020_01Summer/遥かなる空はどこまでも蒼く/easy.csv, 3, 3593, 1894, 2057, 6563
2020_01Summer/遥かなる空はどこまでも蒼く/hard.csv, 8, 10931, 8152, 5785, 18797
2020_01Summer/遥かなる空はどこまでも蒼く/normal.csv, 5, 5265, 3811, 3524, 8293
2020_01Summer/青空の下、夢と勝利への応援曲/easy.csv, 3, 4477, 2123, 1442, 9627
2020_01Summer/青空の下、夢と勝利への応援曲/hard.csv, 7, 29623, 12965, 6990, 67387
2020_01Summer/青空の下、夢と勝利への応援曲/normal.csv, 5, 10810, 7043, 5776, 19253
2021_01Winter/anonymous/easy.csv, 4, 9117, 4668, 4125, 18000
2021_01Winter/anonymous/hard.csv, 11, 65798, 29792, 30600, 131742
2021_01Winter/anonymous/normal.csv, 7, 24675, 16378, 15750, 40800
2021_01Winter/BrightFutureStars/easy.csv, 4, 5651, 2980, 2421, 11250
2021_01Winter/BrightFutureStars/hard+.csv, 12, 43552, 28123, 21675, 79575
2021_01Winter/BrightFutureStars/hard.csv, 9, 29445, 16299, 14207, 56250
2021_01Winter/BrightFutureStars/normal.csv, 6, 11210, 6216, 5438, 21375
2021_01Winter/CHEER/easy.csv, 4, 5235, 3716, 3472, 8333
2021_01Winter/CHEER/hard.csv, 9, 39123, 20788, 14815, 80000
2021_01Winter/CHEER/normal.csv, 7, 21492, 14967, 11806, 37222
2021_01Winter/ChipCollections/easy.csv, 3, 3939, 2314, 1680, 7680
2021_01Winter/ChipCollections/hard+.csv, 13, 51488, 33944, 33585, 84479
2021_01Winter/ChipCollections/hard.csv, 10, 28732, 15564, 12373, 56832
2021_01Winter/ChipCollections/normal.csv, 7, 21465, 10238, 8960, 43776
2021_01Winter/Colorful67/easy.csv, 7, 53358, 24657, 14852, 117864
2021_01Winter/Colorful67/hard+.csv, 67, 210361, 85069, 64696, 466331
2021_01Winter/Colorful67/hard.csv, 14, 230089, 71036, 59406, 538765
2021_01Winter/Colorful67/normal.csv, 11, 69162, 46485, 25989, 134701
2021_01Winter/CRUSH THE DEVIL (IN MY BRAIN)/easy.csv, 3, 2861, 1964, 1389, 5185
2021_01Winter/CRUSH THE DEVIL (IN MY BRAIN)/hard.csv, 9, 28480, 16033, 15000, 52778
2021_01Winter/CRUSH THE DEVIL (IN MY BRAIN)/normal.csv, 7, 17648, 11814, 10000, 30556
2021_01Winter/Inishienohiroba/easy.csv, 1, 702, 382, 246, 1450
2021_01Winter/Inishienohiroba/hard.csv, 9, 14328, 10402, 9126, 23078
2021_01Winter/Inishienohiroba/normal.csv, 4, 3738, 2601, 2502, 5963
2021_01Winter/Iris ~神の恵みにふれて~/easy.csv, 5, 12260, 7492, 7101, 21561
2021_01Winter/Iris ~神の恵みにふれて~/hard+.csv, 13, 75721, 41368, 38928, 142307
2021_01Winter/Iris ~神の恵みにふれて~/hard.csv, 11, 64318, 32719, 32600, 123138
2021_01Winter/Iris ~神の恵みにふれて~/normal.csv, 9, 31428, 16953, 11379, 64680
2021_01Winter/meaning integrator/easy.csv, 6, 16602, 8261, 8148, 32222
2021_01Winter/meaning integrator/hard.csv, 13, 76441, 55396, 59259, 111111
2021_01Winter/meaning integrator/normal.csv, 11, 57902, 29719, 28958, 111111
2021_01Winter/Purgatorium's Chaos/easy.csv, 6, 16575, 6378, 5909, 36047
2021_01Winter/Purgatorium's Chaos/hard.csv, 13, 66137, 40182, 40404, 114085
2021_01Winter/Purgatorium's Chaos/normal.csv, 9, 41564, 17476, 17428, 86355
2021_01Winter/SNS Age/easy.csv, 3, 3856, 2264, 1246, 7975
2021_01Winter/SNS Age/hard.csv, 12, 37207, 23997, 17297, 69396
2021_01Winter/SNS Age/normal.csv, 8, 29779, 11883, 11991, 62891
2021_01Winter/TwinFairies/easy.csv, 3, 3102, 2196, 1305, 5802
2021_01Winter/TwinFairies/hard+.csv, 13, 44046, 34335, 39161, 56565
2021_01Winter/TwinFairies/hard.csv, 9, 27779, 13622, 13344, 54390
2021_01Winter/TwinFairies/normal.csv, 6, 8441, 5148, 5089, 14626
2021_01Winter/別に寂しくなんて、ないから。/easy.csv, 1, 461, 298, 267, 800
2021_01Winter/別に寂しくなんて、ないから。/hard.csv, 8, 14912, 7025, 4516, 32426
2021_01Winter/別に寂しくなんて、ないから。/kamuni.csv, 8, 15338, 8235, 6599, 30400
2021_01Winter/別に寂しくなんて、ないから。/normal.csv, 5, 7618, 2994, 1991, 17352
2021_01Winter/青空のドラムンベース/bass.csv, 6, 15936, 9114, 7526, 30421
2021_01Winter/青空のドラムンベース/drums.csv, 8, 33876, 14067, 9694, 75661
2021_01Winter/青空のドラムンベース/piano.csv, 9, 33769, 15579, 10633, 73203
2021_02Summer/1年に1度の願い/easy.csv, 4, 3463, 2184, 2633, 5326
2021_02Summer/1年に1度の願い/hard.csv, 8, 15750, 11095, 10974, 24532
2021_02Summer/1年に1度の願い/normal.csv, 6, 12909, 6994, 6295, 24694
2021_02Summer/2人の夢へのランデヴー/easy.csv, 2, 2409, 1070, 771, 5237
2021_02Summer/2人の夢へのランデヴー/hard+.csv, 10, 17841, 12310, 10681, 29975
2021_02Summer/2人の夢へのランデヴー/hard.csv, 7, 12134, 7327, 6443, 22071
2021_02Summer/2人の夢へのランデヴー/normal.csv, 5, 6734, 3274, 2494, 14052
2021_02Summer/5050Kick/easy.csv, 5, 32499, 11055, 5347, 78848
2021_02Summer/5050Kick/hard.csv, 13, 249398, 46738, 43032, 630002
2021_02Summer/5050Kick/kick.csv, 5050, 23680, 17098, 16441, 36655
2021_02Summer/5050Kick/normal.csv, 11, 45478, 26614, 19282, 88889
2021_02Summer/Chip Quests/easy.csv, 3, 7053, 3453, 2057, 15335
2021_02Summer/Chip Quests/hard.csv, 9, 23915, 13612, 9416, 47846
2021_02Summer/Chip Quests/normal.csv, 6, 17964, 9539, 5738, 37955
2021_02Summer/drawn dream/easy.csv, 5, 12030, 7584, 7600, 20267
2021_02Summer/drawn dream/hard.csv, 13, 78643, 47056, 45727, 138824
2021_02Summer/drawn dream/normal.csv, 10, 42850, 26055, 24550, 75760
2021_02Summer/FUTENYAN/easy.csv, 3, 4875, 3561, 3125, 7813
2021_02Summer/FUTENYAN/hard.csv, 11, 47437, 26837, 28447, 83854
2021_02Summer/FUTENYAN/normal.csv, 7, 19328, 14455, 11942, 31250
2021_02Summer/G'rimoire↑/easy.csv, 6, 16403, 9213, 9000, 30000
2021_02Summer/G'rimoire↑/hard.csv, 13, 44713, 29931, 26138, 76500
2021_02Summer/G'rimoire↑/normal.csv, 10, 38869, 17486, 18650, 77250
2021_02Summer/Gungni-R/easy.csv, 3, 3985, 1462, 933, 9276
2021_02Summer/Gungni-R/hard.csv, 12, 63420, 33326, 25770, 127944
2021_02Summer/Gungni-R/normal.csv, 8, 32631, 9731, 6896, 78400
2021_02Summer/Infinity/easy.csv, 4, 10748, 2984, 2454, 25772
2021_02Summer/Infinity/hard.csv, 12, 124789, 33352, 29381, 299138
2021_02Summer/Infinity/normal.csv, 8, 20691, 11947, 12763, 35998
2021_02Summer/Linear Algebra 2/niten.csv, 2, 781, 664, 664, 998
2021_02Summer/Linear Algebra 2/niten_ura.csv, 2, 795, 674, 674, 1019
2021_02Summer/PsychicsNetwork/easy.csv, 3, 6324, 3321, 2906, 12375
2021_02Summer/PsychicsNetwork/hard.csv, 9, 24360, 13439, 13125, 45000
2021_02Summer/PsychicsNetwork/normal.csv, 6, 11571, 7070, 7118, 19875
2021_02Summer/SHOUT OUT LOUD!!/easy.csv, 3, 2548, 1083, 833, 5556
2021_02Summer/SHOUT OUT LOUD!!/hard+.csv, 14, 93523, 46312, 41667, 186508
2021_02Summer/SHOUT OUT LOUD!!/hard.csv, 10, 40096, 18650, 10806, 88889
2021_02Summer/SHOUT OUT LOUD!!/normal.csv, 8, 11554, 5921, 5741, 22222
2021_02Summer/νЁЯд μσиσ/easy.csv, 4, 8377, 5418, 4247, 15210
2021_02Summer/νЁЯд μσиσ/hard.csv, 12, 61573, 28475, 27828, 123781
2021_02Summer/νЁЯд μσиσ/normal.csv, 8, 38198, 17075, 15912, 78755
2021_02Summer/どんな道だって、続けていこう。/easy.csv, 4, 9681, 4339, 3874, 20133
2021_02Summer/どんな道だって、続けていこう。/hard.csv, 9, 18340, 11686, 10634, 31901
2021_02Summer/どんな道だって、続けていこう。/normal.csv, 7, 13774, 8024, 7089, 25521
2021_02Summer/争いは、また繰り返す/easy.csv, 2, 3630, 1691, 1330, 7644
2021_02Summer/争いは、また繰り返す/hard.csv, 10, 36776, 20095, 17640, 70561
2021_02Summer/争いは、また繰り返す/normal.csv, 6, 17390, 9847, 7840, 33692
2021_02Summer/今、はじまりのリスタート/easy.csv, 4, 6052, 3684, 2685, 11590
2021_02Summer/今、はじまりのリスタート/hard+.csv, 11, 31232, 16879, 13438, 61820
2021_02Summer/今、はじまりのリスタート/hard.csv, 10, 25430, 13322, 11445, 50062
2021_02Summer/今、はじまりのリスタート/normal.csv, 7, 17754, 8377, 7291, 36408
2022_01Autumn/Ancient Holy Site/easy.csv, 4, 8374, 4306, 4244, 16000
2022_01Autumn/Ancient Holy Site/hard.csv, 12, 42715, 26697, 25727, 73573
2022_01Autumn/Ancient Holy Site/normal.csv, 7, 18357, 10283, 10222, 33422
2022_01Autumn/Celtic Nations Burned Out/easy.csv, 5, 10185, 2893, 2580, 24084
2022_01Autumn/Celtic Nations Burned Out/hard.csv, 13, 60736, 28926, 16232, 134319
2022_01Autumn/Celtic Nations Burned Out/normal.csv, 8, 36391, 8009, 6946, 90314
2022_01Autumn/Chocolate Dynamite/easy.csv, 4, 5317, 2425, 2466, 10642
2022_01Autumn/Chocolate Dynamite/hard.csv, 12, 38741, 16878, 14079, 82543
2022_01Autumn/Chocolate Dynamite/normal.csv, 6, 12129, 7665, 6908, 21284
2022_01Autumn/DamSkip/easy.csv, 3, 5501, 2105, 1704, 12266
2022_01Autumn/DamSkip/hard+.csv, 12, 33752, 21772, 19368, 58748
2022_01Autumn/DamSkip/hard.csv, 10, 31090, 18768, 14590, 58748
2022_01Autumn/DamSkip/normal.csv, 7, 21672, 11390, 9780, 42608
2022_01Autumn/DiversionHEAVENs/easy.csv, 4, 7045, 2972, 2521, 15125
2022_01Autumn/DiversionHEAVENs/hard.csv, 11, 23114, 15003, 13801, 39551
2022_01Autumn/DiversionHEAVENs/normal.csv, 7, 11607, 7126, 6476, 20671
2022_01Autumn/HaChaCha/easy.csv, 6, 16019, 9007, 7653, 30589
2022_01Autumn/HaChaCha/hard.csv, 13, 81304, 41415, 33371, 164578
2022_01Autumn/HaChaCha/hard_old.csv, 13, 81045, 40380, 33370, 164578
2022_01Autumn/HaChaCha/normal.csv, 8, 35278, 19430, 15493, 69210
2022_01Autumn/HL PoPP/easy.csv, 10, 24074, 9753, 3356, 57980
2022_01Autumn/HL PoPP/hard.csv, 15, 187643, 88121, 64000, 400036
2022_01Autumn/HL PoPP/normal.csv, 13, 26050, 15283, 10908, 51045
2022_01Autumn/Hookedon PoPP/hard.csv, 15, 172856, 86594, 80494, 340027
2022_01Autumn/I want to see you/easy.csv, 2, 4000, 2337, 1276, 8301
2022_01Autumn/I want to see you/hard.csv, 11, 26898, 16323, 16046, 46854
2022_01Autumn/I want to see you/normal.csv, 5, 11707, 5589, 5945, 22663
2022_01Autumn/KandA PoPP/easy.csv, 1, 6439, 5132, 5237, 8747
2022_01Autumn/KandA PoPP/hard.csv, 1, 6415, 5201, 5181, 8691
2022_01Autumn/KandA PoPP/normal.csv, 1, 6743, 5245, 5683, 9026
2022_01Autumn/NEO THE CITY/easy.csv, 5, 12403, 7866, 5253, 23815
2022_01Autumn/NEO THE CITY/hard.csv, 11, 40320, 29588, 25495, 64928
2022_01Autumn/NEO THE CITY/normal.csv, 9, 23774, 14241, 14008, 41745
2022_01Autumn/Nephthys/easy.csv, 5, 9717, 4210, 3993, 20193
2022_01Autumn/Nephthys/hard.csv, 12, 49385, 25955, 22391, 96970
2022_01Autumn/Nephthys/normal.csv, 8, 16934, 10680, 8707, 30804
2022_01Autumn/NIGHTMARE/easy.csv, 3, 5144, 2175, 2167, 10667
2022_01Autumn/NIGHTMARE/hard.csv, 9, 35269, 17740, 14567, 71449
2022_01Autumn/NIGHTMARE/normal.csv, 6, 15557, 8219, 7311, 30222
2022_01Autumn/ReturnHereAgain/easy.csv, 7, 5933, 3911, 3214, 10484
2022_01Autumn/ReturnHereAgain/hard.csv, 13, 47337, 32047, 29494, 78649
2022_01Autumn/ReturnHereAgain/normal.csv, 9, 25675, 13919, 12392, 49251
2022_01Autumn/Venom Bullet/easy.csv, 8, 24164, 16129, 11756, 44084
2022_01Autumn/Venom Bullet/hard.csv, 15, 129512, 66751, 50615, 264508
2022_01Autumn/Venom Bullet/normal.csv, 11, 62168, 23694, 21674, 135926
2022_01Autumn/だから君と謳おう/easy.csv, 2, 2532, 921, 579, 5915
2022_01Autumn/だから君と謳おう/hard.csv, 8, 15110, 9797, 9142, 25725
2022_01Autumn/だから君と謳おう/normal.csv, 6, 9433, 5197, 4118, 18533
2022_01Autumn/ゆめのとおり/easy.csv, 2, 1407, 897, 669, 2613
2022_01Autumn/ゆめのとおり/hard.csv, 7, 6664, 4608, 4632, 10453
2022_01Autumn/ゆめのとおり/normal.csv, 4, 4195, 2270, 2209, 7840
2022_01Autumn/エターナル サンクチュアリ/easy.csv, 4, 8463, 4100, 2089, 18866
2022_01Autumn/エターナル サンクチュアリ/hard.csv, 13, 48540, 30842, 30543, 81749
2022_01Autumn/エターナル サンクチュアリ/normal.csv, 7, 21426, 10483, 6924, 45816
2022_01Autumn/トゥーカン/easy.csv, 4, 5342, 2734, 2455, 10502
2022_01Autumn/トゥーカン/hard.csv, 9, 15877, 9641, 10386, 26606
2022_01Autumn/トゥーカン/normal.csv, 6, 8943, 6254, 4699, 15715
2022_01Autumn/今、君と進むべき世界/easy.csv, 4, 7224, 3218, 2571, 15402
2022_01Autumn/今、君と進むべき世界/hard.csv, 9, 27429, 17128, 11661, 52807
2022_01Autumn/今、君と進むべき世界/normal.csv, 7, 22507, 9627, 7125, 49287
2022_01Autumn/願いのMelody/easy.csv, 3, 3700, 1920, 2064, 6843
2022_01Autumn/願いのMelody/hard.csv, 10, 19759, 15207, 13891, 29718
2022_01Autumn/願いのMelody/normal.csv, 7, 13821, 9386, 9297, 22158
